"PH","Turbidity"
"5,772,197,393,568,780","30,789,858,386,712,900"
"","4,589,161,805,096,580"
"6,760,790,523,068,990","4,905,490,433,324,550"
"7,895,045,662,146,320","3,084,431,232,538,580"
"857,673,992,840,484","39,161,147,325,276,096"
"5,596,729,817,575,800","38,261,581,905,147,104"
"8,145,632,374,254,960","43,075,475,185,529,904"
"6,665,495,068,276,900","39,284,953,923,845,696"
"6,499,067,997,822,330","4,355,880,124,898,530"
"9,735,889,387,811,040","5,573,210,318,927,750"
"9,268,281,894,641,780","5,255,703,381,928,590"
"","39,991,254,999,566,896"
"10,059,642,098,512,700","381,878,876,006,795"
"6,475,885,398,609,550","430,611,297,137,217"
"6,096,128,347,500,610","29,564,474,781,653,600"
"6,297,845,634,002,760","16,805,540,245,774,600"
"5,284,096,687,429,160","4,800,963,142,409,060"
"8,269,944,709,732,330","3,076,479,932,155,730"
"60,395,677,903,077,904","4,206,835,504,487,210"
"6,243,279,004,222,150","3,472,839,212,514,480"
"8,214,099,764,451,950","33,818,639,095,118,800"
"","39,167,455,268,933,296"
"","4,284,878,629,001,860"
"","35,695,702,663,176,100"
"9,836,030,547,126,410","4,219,118,007,986,660"
"8,719,764,331,543,180","2,887,725,422,454,220"
"7,009,601,694,292,690","3,121,944,851,326,290"
"6,492,638,846,153,850","4,667,770,161,467,150"
"78,145,243,207,535,504","2,901,699,555,775,160"
"9,652,562,935,021,920","3,192,569,798,875,320"
"8,007,541,219,554,250","5,250,173,060,134,270"
"","3,716,659,340,751,800"
"","38,451,271,657,169,904"
"7,386,837,696,427,600","4,816,705,216,346,370"
"5,497,580,321,451,800","5,060,114,928,661,610"
"6,057,828,113,719,530","32,922,492,668,733,600"
"","4,235,174,415,004,400"
"6,268,953,336,634,950","46,744,959,728,986,704"
"","4,969,149,725,035,600"
"6,284,984,822,452,380","570,328,774,274,241"
"9,043,095,631,701,520","4,008,499,340,500,040"
"8,523,062,078,756,430","5,112,376,365,006,600"
"","4,183,319,910,746,310"
"","2,913,048,442,998,900"
"4,029,052,709,937,860","4,179,656,266,918,060"
"6,412,707,041,754,050","5,014,144,884,495"
"6,276,294,989,981,580","4,342,759,276,850,000"
"7,648,877,927,703,530","4,953,533,862,998,410"
"5,548,181,849,115,770","39,454,604,837,243,104"
"","2,604,959,924,643,710"
"74,686,170,188,765,696","3,384,178,840,922,880"
"","37,647,035,935,008,896"
"79,181,504,708,531,296","4,028,958,007,331,550"
"","426,677,539,510,979"
"","4,161,749,271,319,290"
"5,433,242,116,512,630","3,675,717,672,978,600"
"8,339,511,610,034,750","4,827,704,246,705,360"
"6,715,719,087,979,790","2,443,008,005,777,360"
"60,980,120,899,463,200","4,590,616,740,729,230"
"6,576,845,323,081,140","37,713,135,180,813,800"
"4,681,098,760,235,670","4,125,750,332,990,420"
"8,151,215,310,423,660","3,523,980,505,672,170"
"","2,364,558,911,796,680"
"","5,666,547,310,958,300"
"5,669,689,566,349,430","35,921,334,240,895,100"
"6,624,943,599,869,570","35,466,963,721,784,200"
"8,273,643,584,335,900","3,331,583,734,603,570"
"","4,306,218,230,824,750"
"","32,820,613,930,954,300"
"10,509,668,629,307,100","3,505,078,834,160,680"
"51,714,340,940,560,800","2,949,431,503,010,530"
"6,964,198,299,767,600","23,956,831,824,148,300"
"6,548,796,520,596,990","4,197,305,124,934,160"
"6,555,439,264,384,320","37,920,401,696,633,400"
"904,258,286,604,996","4,348,440,139,653,610"
"5,970,578,907,790,690","5,013,281,168,465,710"
"6,273,805,781,551,270","45,104,053,244,440,200"
"6,604,007,988,638,570","4,458,966,913,210,220"
"7,143,941,990,149,040","37,928,403,073,905,504"
"811,644,657,034,648","29,346,974,369,973,000"
"7,665,187,780,430,900","27,071,291,616,855,000"
"5,555,352,972,792,180","45,361,459,144,294"
"7,543,931,304,508,220","37,031,913,057,653,800"
"","35,613,978,299,719,100"
"73,401,708,843,321,504","3,919,139,532,735,140"
"10,015,189,062,467,600","3,846,547,549,446,080"
"","272,365,054,009,649"
"7,846,463,340,823,770","3,885,623,898,479,850"
"","20,007,570,315,103,700"
"6,334,162,775,563,270","4,038,829,793,491,570"
"9,616,095,703,448,050","2,946,643,668,370,930"
"","24,752,844,638,171,900"
"8,892,998,479,215,110","3,619,132,804,902,200"
"","3,957,011,709,406,510"
"8,141,429,899,766,310","4,350,921,900,795,200"
"8,165,714,932,759,000","39,201,164,799,638,400"
"4,931,958,445,234,490","5,045,982,883,287,050"
"8,977,821,883,109,300","31,999,996,142,418,000"
"7,372,611,795,824,960","31,825,211,188,828,400"
"9,107,330,383,461,760","449,213,994,862,107"
"4,168,248,461,367,500","2,804,525,051,409,480"
"7,806,909,023,349,840","5,127,910,987,699,840"
"67,046,354,257,784,704","34,221,786,198,283,900"
"36,231,658,482,586,496","5,370,205,548,696,380"
"7,966,856,823,982,580","5,115,430,914,016,890"
"45,956,077,558,097,696","39,789,198,069,466,704"
"","4,058,942,266,477,220"
"3,994,497,605,953,490","33,791,473,508,468,700"
"8,907,987,117,561,250","46,412,585,321,295,400"
"5,898,726,324,805,970","4,899,815,187,496,650"
"951,462,662,210,288","2,645,036,370,222,630"
"8,842,463,655,897,190","4,576,728,706,441,380"
"7,721,078,493,617,450","3,223,951,089,800,060"
"9,089,421,098,422,090","443,011,601,625,449"
"17,570,371,154,907,800","29,675,541,301,719,300"
"7,725,192,099,493,610","41,633,255,369,929,296"
"6,729,191,489,422,880","5,112,254,250,604,550"
"5,085,429,352,833,500","3,961,730,669,540,860"
"9,545,270,521,249,010","4,983,903,465,009,570"
"","36,935,109,356,881,000"
"6,246,264,053,794,830","5,044,454,777,717,940"
"73,764,491,048,464","5,767,354,666,497,630"
"7,802,426,084,121,580","4,363,529,881,475,530"
"8,596,767,212,344,780","32,386,929,330,871,000"
"6,436,444,496,090,230","3,415,851,385,375,150"
"733,347,772,602,672","4,772,662,700,779,370"
"6,144,759,037,662,150","3,082,080,495,833,980"
"4,725,997,720,598,250","3,644,606,540,888,710"
"5,393,345,914,423,260","4,633,854,752,317,110"
"5,624,819,996,402,390","4,355,489,161,530,180"
"5,768,868,031,092,230","30,926,263,788,262,900"
"","27,756,354,336,001,300"
"5,251,353,815,475,820","4,072,252,323,176,480"
"768,878,591,609,137","39,186,731,557,714,704"
"3,681,076,270,548,820","38,930,704,029,978,304"
"4,897,691,706,502,580","38,944,643,329,846,200"
"58,427,546,011,896,896","4,490,392,564,009,720"
"","4,414,818,909,753,490"
"5,038,316,783,143,250","39,136,957,758,444,704"
"996,124,770,904,986","32,465,830,972,284,300"
"7,417,502,636,689,070","33,912,406,668,716,100"
"","44,419,798,358,481,800"
"509,993,200,503,465","5,159,301,248,966,900"
"36,331,628,288,625,200","33,495,716,551,359,600"
"8,860,450,853,927,200","4,677,713,326,887,130"
"1,013,793,228,826,110","38,720,181,587,616,896"
"9,900,814,840,038,250","23,950,021,100,616,500"
"1,026,843,050,116,330","4,304,689,262,186,710"
"0.22749905020219874","3,545,741,437,567,910"
"60,172,609,236,891,296","4,427,712,282,297,470"
"7,110,845,138,033,220","5,712,792,127,184,650"
"6,350,290,472,055,320","4,265,233,067,313,500"
"8,129,341,720,237,180","4,822,043,563,607,490"
"10,252,816,232,929,400","4,559,836,218,772,720"
"5,462,355,934,706,150","4,486,180,492,425,550"
"9,239,440,361,060,400","34,719,711,273,327,900"
"7,071,314,192,217,860","4,293,726,559,748,630"
"711,589,526,567,209","37,360,205,470,554,304"
"8,238,996,596,889,070","3,089,923,748,952,140"
"6,446,252,031,563,200","4,976,957,857,871,970"
"6,161,779,499,462,040","4,003,547,029,108,370"
"6,772,156,537,729,450","382,725,596,122,325"
"7,061,845,519,716,810","3,958,248,504,440,250"
"4,638,250,258,554,130","4,124,537,824,896,340"
"76,789,668,886,832,000","37,189,815,585,763,000"
"8,137,713,063,107,280","2,743,866,752,405,660"
"7,481,397,771,916,630","4,039,976,289,796,700"
"8,082,148,076,453,880","33,734,845,141,195,000"
"","4,290,393,223,612,010"
"770,218,309,918,713","4,382,159,162,064,480"
"675,076,118,602,011","27,777,262,647,509,300"
"","464,936,502,812,178"
"6,323,942,072,569,580","35,750,105,760,990,700"
"54,038,836,922,267,000","3,189,942,299,371,120"
"5,699,873,488,404,510","2,416,402,097,988,850"
"7,694,264,581,971,540","5,707,192,759,327,150"
"8,581,428,693,706,040","33,884,482,219,420,000"
"9,888,941,401,311,570","37,501,635,103,444,000"
"34,264,503,676,355,600","5,978,053,939,752,290"
"8,370,440,489,338,620","32,106,354,104,822,300"
"","426,852,451,986,332"
"8,390,500,571,895,500","4,150,359,337,290,410"
"7,581,944,679,656,730","4,833,345,773,568,080"
"9,850,054,687,400,430","45,218,361,268,659,504"
"5,225,683,806,899,050","36,957,469,824,917,200"
"9,663,653,196,397,620","4,741,944,304,660,500"
"","5,010,163,393,323,610"
"7,935,607,325,113,070","361,965,073,748,165"
"8,928,142,080,209,760","4,111,101,546,196,100"
"6,920,342,898,512,870","32,662,134,754,089,000"
"1,053,809,844,277,240","3,823,092,676,110,020"
"572,930,291,193,782","35,563,948,119,631,000"
"533,568,880,893,353","39,219,763,810,567,600"
"","32,615,917,307,845,500"
"6,769,834,880,813,580","3,655,789,569,066,610"
"6,848,329,601,322,460","37,322,020,177,545,000"
"","33,082,941,798,432,200"
"","4,599,572,634,095,480"
"","4,930,189,986,333,270"
"8,589,202,343,654,140","4,041,445,670,962,360"
"8,473,649,322,846,740","34,878,163,065,453,500"
"7,591,346,093,540,140","4,515,150,113,779,170"
"8,137,767,883,092,490","5,003,825,786,209,140"
"5,352,565,979,714,750","47,791,870,088,188,600"
"7,998,090,253,941,310","2,626,546,783,770,290"
"1,189,807,802,974,030","3,024,968,486,584,320"
"7,442,536,475,327,720","2,191,138,421,703,520"
"51,408,005,276,963,296","419,225,744,935,354"
"","4,626,701,022,502,600"
"6,947,915,533,873,980","3,685,079,273,135,880"
"962,210,598,702,481","3,975,571,849,056,160"
"53,612,116,660,984,600","181,252,893,956,422"
"4,909,518,983,025,110","37,855,066,443,800,304"
"6,376,408,434,486,550","5,404,045,772,985,420"
"39,401,254,598,978,096","34,780,048,078,684,900"
"6,916,825,973,221,450","4,598,622,246,118,410"
"9,146,557,555,894,000","3,210,881,938,583,370"
"10,268,414,718,941,300","5,199,864,588,297,580"
"8,787,667,940,586,460","3,489,945,595,277,830"
"7,368,768,530,294,820","38,138,812,762,667,696"
"9,352,719,752,960,560","33,982,641,645,653,100"
"9,393,148,441,549,060","4,665,681,059,368,000"
"7,296,572,875,466,080","467,916,864,329,843"
"890,086,469,660,199","4,518,750,669,722,000"
"8,107,244,312,818,490","4,688,271,256,294,090"
"7,804,368,873,943,720","4,075,556,975,063,990"
"4,666,148,130,914,800","455,686,375,232,757"
"10,905,076,410,065,500","37,202,643,792,172"
"4,739,548,767,002,980","2,942,348,225,414,480"
"9,869,231,934,989,050","4,736,849,577,023,040"
"","4,329,204,049,946,690"
"5,827,541,211,542,770","31,791,287,413,400,800"
"0.9899122128791387","51,606,037,881,606,000"
"","3,900,508,521,463,040"
"9,485,832,873,402,850","3,221,129,818,784,090"
"6,435,722,716,949,110","4,925,339,107,073,750"
"6,365,497,241,052,180","5,125,416,576,401,360"
"","5,266,367,538,576,660"
"5,452,214,926,167,410","5,190,533,810,336,870"
"","50,763,624,641,800,200"
"5,433,466,238,973,560","2,871,196,030,589,470"
"7,374,775,413,656,670","35,922,647,284,429"
"","2,951,395,753,410,230"
"5,226,941,884,272,900","22,595,502,886,491,800"
"4,594,209,164,354,390","4,917,909,886,714,810"
"6,784,133,023,750,860","503,582,284,435,287"
"6,400,256,164,229,510","4,561,493,818,692,690"
"6,839,415,897,979,050","2,854,526,551,578,410"
"6,901,863,448,736,060","4,047,907,292,461,210"
"","5,260,301,115,251,680"
"7,888,843,574,059,520","36,305,239,854,418,600"
"5,527,633,482,507,710","4,591,137,050,219,060"
"6,492,403,121,956,250","4,383,394,691,806,270"
"6,684,699,736,748,970","4,030,659,830,632,320"
"","5,034,682,957,349,170"
"6,223,677,774,999,090","39,195,750,574,749,800"
"4,758,648,346,768,640","4,405,508,764,376,710"
"7,440,825,031,061,310","2,496,342,612,338,430"
"8,054,885,744,073,160","3,514,097,774,584,280"
"706,183,097,218,188","4,299,018,586,936,100"
"","5,005,878,529,984,140"
"7,611,609,817,181,430","2,873,261,209,549,140"
"46,914,383,151,202,096","2,730,792,274,371,540"
"8,064,170,137,236,560","3,246,077,223,248,070"
"4,292,966,858,149,650","28,049,235,828,692,900"
"7,865,756,954,092,340","3,738,618,342,932,620"
"9,085,637,101,693,880","25,440,202,755,440,500"
"6,592,442,507,785,290","30,608,273,538,358,900"
"70,328,187,262,222,304","3,633,373,288,668,080"
"8,990,317,233,704,650","4,494,544,339,362,190"
"8,561,218,924,457,800","28,138,885,986,983,400"
"67,391,576,920,220,496","5,214,484,016,180,420"
"","4,238,252,980,379,000"
"6,492,627,157,365,370","33,787,784,927,745,500"
"6,753,128,352,860,480","5,102,516,756,563,610"
"5,039,373,608,702,720","4,957,419,783,113,150"
"8,296,344,055,589,270","5,400,810,789,347,240"
"5,455,599,351,643,050","44,763,487,151,197,600"
"79,181,833,208,614,896","47,641,935,943,067,000"
"5,018,045,870,383,920","5,035,153,706,923,990"
"6,495,435,285,215,990","33,904,705,401,970,800"
"","4,456,104,061,234,210"
"8,783,167,623,905,630","4,274,136,884,143,130"
"","3,403,269,587,083,850"
"8,159,666,704,184,940","29,571,948,491,508,100"
"7,685,396,843,315,840","4,179,187,127,681,610"
"776,202,074,451,675","32,563,013,285,827,700"
"7,207,931,097,430,970","4,705,561,883,525,110"
"698,704,150,028,991","4,475,161,102,744,770"
"469,219,656,349,297","4,009,006,061,677,200"
"","31,834,353,228,956,000"
"4,059,431,468,029,170","4,330,321,564,154,240"
"8,389,945,658,771,290","35,697,173,123,209,300"
"10,695,532,491,586,200","4,154,845,327,510,760"
"6,791,696,906,894,750","2,817,391,373,961,890"
"9,953,952,111,556,110","4,052,905,069,433,090"
"","3,837,256,627,123,340"
"4,489,783,796,199,170","37,762,256,314,794,400"
"8,020,869,102,871,470","34,421,212,362,954,900"
"50,900,353,321,672,896","4,838,862,280,223,710"
"6,466,874,708,929,860","34,081,687,916,535,500"
"6,702,496,216,244,020","4,267,952,933,982,100"
"5,766,204,133,561,620","4,472,018,169,722,260"
"6,571,099,216,507,480","4,555,949,236,427,070"
"8,509,220,048,921,590","25,198,915,810,235,100"
"5,953,981,878,134,780","4,071,916,487,170,480"
"5,403,196,491,704,960","3,871,463,111,097,290"
"5,596,929,951,315,800","3,506,764,606,330,230"
"10,632,909,606,071,500","372,245,485,080,585"
"491,681,922,881,674","38,367,032,388,187,600"
"71,830,959,315,085,400","38,065,394,387,932,200"
"5,923,441,414,571,480","4,107,363,630,145,290"
"7,377,036,503,769,020","4,531,658,688,151,200"
"7,833,495,881,064,730","55,808,299,630,354,200"
"4,745,764,371,481,150","36,991,462,587,291,000"
"9,055,825,784,677,500","5,456,912,830,156,690"
"5,492,155,982,957,830","3,294,129,366,085,430"
"4,487,517,479,010,930","27,657,222,477,016,700"
"7,027,185,659,271,870","5,353,043,339,815,180"
"10,200,644,508,442,100","5,174,719,758,892,980"
"6,784,279,329,300,360","4,045,547,056,489,320"
"808,041,524,398,239","4,070,824,291,566,870"
"","4,167,336,456,868,860"
"7,344,975,869,046,360","34,187,631,946,436,300"
"5,923,739,954,690,040","38,844,603,708,206,800"
"8,285,395,274,908,010","5,438,487,906,597,950"
"594,951,876,406,115","4,072,197,621,614,660"
"","29,983,354,715,810,400"
"","29,341,370,013,330,800"
"5,296,578,803,810,230","39,184,698,008,316,800"
"10,282,067,974,894,700","45,729,230,043,865,696"
"701,683,611,325,458","4,101,397,991,008,640"
"6,871,607,245,014,960","4,180,389,311,503,930"
"","5,504,749,396,920,430"
"8,274,069,058,697,860","25,754,230,277,099,100"
"8,238,878,989,445,270","2,784,712,796,717,900"
"5,791,154,373,453,370","4,104,834,816,564,640"
"6,153,368,956,728,860","4,030,337,485,422,800"
"7,303,051,906,328,310","4,144,869,940,408,150"
"7,592,672,300,075,480","33,414,267,280,659,600"
"67,841,161,148,075,104","4,072,186,607,547,670"
"5,606,856,130,577,710","4,070,966,098,496,000"
"","38,177,789,531,816,496"
"4,922,045,466,248,690","2,291,694,536,023,170"
"5,700,784,947,291,590","3,978,141,278,692,840"
"","31,340,001,497,974,300"
"10,678,056,255,643,200","4,308,256,960,674,530"
"76,021,214,747,799,808","36,988,747,689,394,200"
"884,628,195,691,071","29,250,375,580,069,800"
"6,751,698,586,301,170","37,560,066,720,223,904"
"","36,195,906,349,692,600"
"","443,921,523,990,166"
"5,088,213,197,324,540","26,006,186,786,445,600"
"69,549,072,165,208,400","3,169,714,975,942,720"
"8,983,811,794,161,650","24,456,733,878,898,100"
"9,519,659,984,470,310","399,455,613,628,636"
"4,700,392,723,840,930","3,481,943,696,005,750"
"10,386,132,934,434,600","49,213,406,247,862"
"5,746,529,194,455,340","3,808,372,006,211,500"
"","4,699,120,987,045,170"
"","39,410,738,320,696,096"
"10,811,289,500,397,200","4,416,183,694,491,990"
"8,966,835,972,567,800","36,543,549,623,702,496"
"","227,639,196,018,481"
"6,848,805,452,540,460","31,300,447,628,523,700"
"8,861,701,556,503,950","35,791,072,422,859,000"
"4,252,985,000,876,290","358,830,042,034,225"
"6,729,829,903,890,110","4,724,321,913,211,660"
"5,924,540,482,437,390","4,224,342,508,773,000"
"6,783,888,467,541,530","32,500,222,292,043,600"
"7,390,896,678,654,890","432,513,164,451,923"
"6,470,151,959,152,820","31,253,911,119,248,300"
"6,930,391,469,669,390","36,997,960,364,086,304"
"9,302,441,187,910,580","36,759,854,978,305,000"
"74,219,976,442,518,592","36,036,095,808,461,296"
"6,583,064,855,827,960","37,728,585,530,840,800"
"6,204,429,354,069,550","4,106,807,505,488,420"
"9,066,628,053,764,030","4,055,421,250,793,910"
"4,713,116,701,054,440","3,923,356,035,619,530"
"10,581,385,987,628,200","2,966,945,650,593,860"
"75,742,612,367,877,696","36,867,589,826,723"
"6,138,785,151,951,190","4,677,289,618,268,680"
"5,276,323,544,024,680","3,883,029,041,117,390"
"6,776,879,087,805,660","3,322,065,006,530,620"
"72,394,159,210,992,400","4,531,825,294,993,100"
"6,552,279,123,020,950","3,443,385,018,883,290"
"840,876,623,110,244","2,372,791,476,751,060"
"7,986,398,705,504,570","4,814,779,190,766,610"
"73,669,152,841,286,304","3,051,316,562,922,500"
"6,062,738,419,015,510","4,369,454,696,832,480"
"7,856,471,100,461,370","4,534,681,098,281,890"
"5,158,396,409,506,490","4,645,852,434,791,940"
"","34,583,200,005,897,700"
"639,908,051,004,593","26,205,380,227,279,200"
"7,394,255,556,132,560","426,319,277,247,499"
"4,443,850,856,498,070","5,038,118,946,233,020"
"8,247,148,271,309,290","3,941,969,260,461,580"
"4,902,158,988,606,670","34,990,485,229,149,100"
"686,313,624,993,993","4,319,777,194,854,650"
"66,695,323,796,655,400","19,648,630,966,312,200"
"7,595,669,983,691,270","3,403,393,176,535,200"
"816,307,638,255,827","3,287,243,970,810,310"
"8,870,278,259,927,930","418,274,066,496,293"
"8,769,676,021,676,730","37,767,184,616,875,104"
"4,737,391,256,802,650","38,533,880,722,545,000"
"7,790,874,862,321,430","3,076,214,340,708,840"
"","32,412,671,866,611,300"
"6,087,306,100,000,080","3,666,671,803,251,080"
"76,512,942,259,202","32,580,416,465,868,800"
"4,771,490,668,948,940","3,936,972,573,012,220"
"","34,528,218,640,874,500"
"539,205,760,659,185","2,978,925,444,705,380"
"5,477,283,049,476,330","63,574,385,200,674,200"
"6,364,155,674,065,810","4,764,412,041,610,860"
"","4,863,377,535,184,860"
"8,347,949,482,501,880","4,217,861,430,575,850"
"6,615,981,651,666,490","46,357,091,265,213,296"
"8,312,379,503,092,340","2,988,093,010,442,300"
"6,836,224,938,677,600","3,666,613,685,710,390"
"6,385,470,897,689,480","4,681,716,653,309,840"
"6,490,037,174,928,900","2,430,883,294,085,320"
"","5,284,233,272,110,420"
"664,884,918,609,138","4,827,527,398,066,650"
"","4,217,553,378,155,110"
"9,323,583,858,284,500","3,006,650,221,855,860"
"458,196,872,788,087","4,500,207,624,732,670"
"7,884,841,993,204,570","4,631,640,754,077,160"
"6,168,838,539,281,270","4,435,760,073,378,440"
"7,230,845,306,553,170","5,622,018,080,855,880"
"","4,071,343,675,272,800"
"8,693,104,326,309,320","28,982,230,607,674,300"
"","32,316,796,925,242,000"
"479,746,018,165,997","4,038,502,789,352,140"
"9,319,176,393,077,570","4,129,230,416,389,850"
"758,168,757,744,945","4,457,282,487,105,630"
"5,348,213,658,597,060","33,111,681,102,507,300"
"5,487,876,362,610,190","4,223,576,482,290,000"
"","5,486,132,309,176,680"
"831,595,907,145,097","27,602,125,735,682,400"
"855,107,774,771,961","4,046,379,690,043,380"
"6,013,160,966,461,110","3,455,622,540,984,070"
"5,744,067,537,432,680","31,716,552,079,647,300"
"5,218,989,651,481,930","4,383,942,553,936,000"
"","33,583,534,546,716,900"
"74,587,076,827,919,904","29,380,823,972,762,500"
"11,027,879,862,695,200","4,178,897,908,640,160"
"6,729,580,190,108,560","4,003,458,052,258,930"
"4,150,214,299,745,350","3,502,370,872,206,410"
"7,159,398,310,953,250","3,254,926,496,664,730"
"","3,662,648,159,726,400"
"6,209,697,436,775,350","3,893,766,831,260,580"
"","4,126,407,533,121,040"
"9,608,533,593,881,910","30,427,969,437,914,900"
"5,375,895,978,926,890","4,174,219,639,817,960"
"8,697,122,159,630,040","4,180,567,592,572,650"
"7,748,928,548,486,430","31,369,450,065,480,100"
"7,117,917,746,068,100","4,213,567,957,421,260"
"831,002,902,004,885","4,775,784,922,040,900"
"55,242,965,308,965,000","40,333,912,177,420,704"
"10,201,425,755,101,000","3,964,449,588,219,740"
"53,681,257,542,274,496","20,041,425,861,250,200"
"8,937,802,407,855,280","2,831,234,425,504,200"
"812,420,782,636,168","472,445,657,765,958"
"7,184,973,118,804,080","3,665,410,662,111,120"
"549,948,928,649,166","58,468,269,575,803,000"
"","3,371,680,094,416,700"
"5,319,769,072,934,940","29,257,320,397,061,300"
"6,369,111,631,336,880","22,759,034,613,820,800"
"6,733,493,842,280,840","3,178,003,604,766,860"
"6,883,015,402,442,050","4,102,291,769,099,020"
"8,013,516,428,610,770","44,449,005,904,963,504"
"827,205,509,125,987","5,140,207,742,689,400"
"8,746,985,976,471,960","47,637,305,356,972,200"
"8,154,840,855,474,220","3,696,327,574,847,770"
"9,045,720,545,334,610","4,213,700,443,947,220"
"8,922,409,558,967,970","4,081,728,016,204,540"
"596,130,157,218,858","491,958,504,678,586"
"","3,651,864,698,731,570"
"8,184,410,006,452,290","45,990,822,001,408,896"
"7,636,454,091,471,830","33,329,064,973,828,000"
"77,753,855,932,769,600","33,094,717,160,131,500"
"7,617,148,870,829,690","23,915,400,059,994,000"
"6,664,934,584,402,660","45,021,382,137,389,800"
"","3,855,772,963,661,710"
"881,535,795,265,852","2,875,880,180,472,330"
"7,765,635,561,977,190","3,214,449,639,874,840"
"6,225,152,012,969,110","2,770,822,652,580,120"
"","4,157,927,298,303,720"
"8,567,043,820,038,330","28,049,268,236,561,300"
"6,994,194,675,250,790","4,398,900,709,483,940"
"33,445,885,334,830,200","257,514,103,097,745"
"","4,565,423,281,976,800"
"","4,344,804,944,234,690"
"7,774,468,468,846,810","38,910,973,336,994,896"
"","2,959,749,614,118,370"
"72,034,388,489,879,800","6,389,161,009,216,360"
"6,150,487,600,902,440","3,551,655,811,015,030"
"","39,592,936,152,493,400"
"6,767,523,658,273,500","33,002,534,975,545,200"
"8,037,430,326,921,500","25,062,381,267,412,400"
"8,177,174,973,797,970","3,325,638,985,632,970"
"6,744,799,074,889,900","486,854,263,008,631"
"7,603,775,446,495,930","35,849,850,237,337,200"
"8,546,145,555,159,870","3,505,300,168,213,530"
"543,251,208,523,776","38,744,253,151,616,000"
"771,408,935,995,488","31,825,828,574,638,700"
"8,154,531,511,065,270","2,460,464,866,914,830"
"","2,977,047,400,244,630"
"7,845,879,929,236,750","3,667,154,204,946,090"
"715,642,449,459,831","29,584,147,115,900,300"
"5,694,694,238,027,410","38,706,107,995,530,200"
"67,076,855,563,827,800","38,226,687,145,376,704"
"477,522,195,583,692","32,230,808,645,202,300"
"","4,387,208,418,499,800"
"","29,997,023,209,082,700"
"8,501,711,439,023,030","5,612,295,662,106,830"
"7,741,245,058,636,740","37,411,433,659,749,600"
"418,749,081,481,174","4,592,959,344,095,940"
"","4,604,724,795,804,470"
"78,080,122,115,602,704","4,165,549,905,534,820"
"5,895,948,983,187,190","3,659,652,967,576,400"
"7,269,652,252,805,360","3,789,236,756,581,050"
"","3,898,915,859,529,640"
"948,960,096,649,994","4,300,694,899,087,450"
"7,457,979,826,928,160","4,497,730,795,590,350"
"7,992,320,364,236,400","4,342,796,788,042,310"
"7,746,343,115,356,280","36,786,860,312,355,504"
"8,275,795,629,701,160","4,721,339,549,520,140"
"6,879,959,452,149,450","5,688,206,949,361,440"
"6,799,375,518,361,880","38,199,853,771,647,696"
"816,776,766,297,284","34,106,855,396,131,100"
"","32,616,513,991,274,900"
"4,736,404,607,451,750","4,995,601,765,994,120"
"5,953,923,889,741,040","39,686,471,632,564,200"
"6,578,998,162,273,400","36,909,294,170,343,600"
"8,775,485,733,684,190","4,393,944,466,089,350"
"68,503,020,324,159,600","30,802,967,096,198,700"
"8,757,110,512,347,620","3,808,793,010,243,380"
"","32,425,454,482,885,500"
"","40,058,929,921,265,000"
"807,327,895,224,373","4,854,312,785,522,250"
"50,782,741,752,214,704","3,631,042,313,530,780"
"7,444,914,014,951,030","2,571,391,505,704,410"
"9,434,005,874,654,100","42,010,543,638,879,296"
"590,590,695,420,357","29,172,840,562,365,900"
"5,803,496,975,764,150","21,817,141,666,785,800"
"761,715,192,193,207","34,225,434,306,886,300"
"900,846,433,449,955","3,911,014,707,443,340"
"5,422,445,767,908,810","2,911,751,390,260,450"
"9,778,181,812,741,440","4,143,365,318,508,060"
"5,204,938,762,890,710","34,395,610,185,421,300"
"4,872,560,878,371,030","39,180,057,985,839,200"
"7,793,914,804,354,760","4,220,027,670,860,780"
"","4,081,328,787,472,200"
"7,058,182,608,235,120","36,138,347,706,192,096"
"7,890,354,273,534,900","3,209,588,058,451,990"
"7,535,700,190,571,210","4,208,354,353,518,170"
"7,202,534,415,579,840","5,702,504,528,449,710"
"","4,398,059,122,757,670"
"8,722,143,776,841,180","32,746,286,418,408,700"
"835,263,517,558,002","3,939,011,353,106,860"
"62,843,857,911,113,696","5,030,712,169,428,620"
"","4,052,367,137,670,610"
"930,566,048,031,861","4,485,070,146,526,450"
"4,923,178,856,199,690","3,329,600,783,081,260"
"6,143,018,479,793,680","5,370,403,410,374,520"
"5,744,504,157,048,750","35,335,001,498,780,300"
"6,616,649,174,874,950","38,817,671,783,074,400"
"7,623,499,920,279,230","476,499,518,416,768"
"7,860,106,421,505,120","3,499,774,683,747,180"
"7,393,110,152,584,620","4,431,739,047,145,850"
"","4,641,041,336,188,790"
"5,579,517,092,707,990","40,439,146,926,024,600"
"4,303,574,607,482,770","2,010,537,157,431,690"
"7,310,715,695,744,370","35,788,263,404,357,800"
"6,417,702,476,103,470","4,046,305,671,849,510"
"","3,894,061,160,472,690"
"10,774,318,090,075,000","3,229,834,158,576,740"
"5,036,453,976,008,750","3,534,665,425,189,350"
"","4,318,271,772,600,720"
"1,041,504,401,364,900","4,209,136,505,059,290"
"841,860,665,004,133","3,442,847,819,687,190"
"7,808,641,136,495,520","24,727,203,251,760,400"
"7,557,963,629,790,500","32,922,701,527,035,300"
"1,124,450,714,270,000","29,299,527,394,001,900"
